,business_id,name,address,city,state,postal_code,stars,review_count,attributes,categories
111548,mZRKH9ngRY92bI_irrHq6w,Richmond Station,1 Richmond Street W,Toronto,ON,M5H 3W4,4.5,645,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsReservations': 'True'}","Canadian (New), Restaurants"
112197,XmgdFa3G_CZVfjtQEJMZfQ,Caplansky's Delicatessen,356 College Street,Toronto,ON,M5T 1S6,3.5,416,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Caterers, Sandwiches, Event Planning & Services, Delis, Restaurants, Breakfast & Brunch"
112718,MhiBpIBNTCAm1Xd3WzRzjQ,Messini Authentic Gyros,445 Danforth Avenue,Toronto,ON,M4K 1P2,3.5,438,"{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'DriveThru': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Sandwiches, Mediterranean, Burgers, Restaurants, Greek"
113133,4DLsC4BTUoEqFGusetQVlQ,La Carnita,106 John Street,Toronto,ON,M5H 1X9,3.5,317,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'Caters': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Mexican, Restaurants"
114930,iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,69 Kensington Avenue,Toronto,ON,M5T 2K2,4.5,1152,"{'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsAttire': ""u'casual'""}","Seafood, Restaurants, Mexican"
116086,MrmwDgMlL2GtthlAZsJwNQ,SCADDABUSH Italian Kitchen & Bar,209 Rathburn Road W,Missisauga,ON,L5B 4E5,3.5,342,"{'RestaurantsDelivery': 'False', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'"", 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'loud'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","Wine Bars, Restaurants, Food, Beer, Wine & Spirits, Nightlife, Italian, Bars"
116184,fJ-2acaqvWOsujUTAJB-ew,Raijin Ramen,24 Wellesley Street W,Toronto,ON,M4Y 2X6,3.5,327,"{'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'beer_and_wine'""}","Japanese, Ramen, Noodles, Restaurants"
116522,DizSoX0FqH_EvXSHW6wEIQ,Le Petit Déjeuner,191 King Street E,Toronto,ON,M5A 1J5,3.5,328,"{'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'False', 'RestaurantsTableService': 'True', 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'GoodForKids': 'True'}","Breakfast & Brunch, French, Restaurants, Belgian"
117213,fQwB9Z98YEhkJit7c3z51A,The Carbon Bar,99 Queen Street E,Toronto,ON,M5C 1S2,4.0,337,"{'Smoking': ""u'no'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'Music': ""{'dj': False, 'background_music': True, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'CoatCheck': 'True'}","Restaurants, Bars, Barbeque, Southern, Cocktail Bars, Canadian (New), American (Traditional), Nightlife"
118219,HkHTdTvzbn-bmeQv_-2u0Q,Bannock,401 Bay Street,Toronto,ON,M5H 2Y4,4.0,488,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","American (New), Restaurants, Pizza, Canadian (New), Sandwiches, Breakfast & Brunch, Food, Comfort Food, Coffee & Tea"
118877,9ot8oInkYZTt6wkkGe__vQ,Auberge du Pommier,4150 Yonge Street,Toronto,ON,M2P 2C6,4.0,319,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'False', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'dressy'"", 'HasTV': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'RestaurantsPriceRange2': '4', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False'}","French, Restaurants"
118930,8YG7PRoZuHeKii0rtNvJFQ,Dragon Boat Fusion Cuisine,"160 E Beaver Creek Road, Suite 4-6",Richmond Hill,ON,L4B 4A7,3.5,457,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'HasTV': 'False'}","Asian Fusion, Restaurants, Dim Sum, Chinese"
119539,ttuEwktrkmh3TUlSFPZqAA,Banh Mi Boys,399 Yonge Street,Toronto,ON,M5B,4.0,444,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}","Restaurants, Vietnamese, Asian Fusion"
119684,K1nwSvx14on6eVBbu5E9rA,Good Catch Boil House,"179 Enterprise Boulevard, Unit M-109",Markham,ON,L6G 0A2,4.0,357,"{'WheelchairAccessible': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'Caters': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Cajun/Creole, Seafood, Asian Fusion"
120343,b4LmLgVdbhM-nc1IZc5Weg,Rodney's Oyster House,469 King Street W,Toronto,ON,M5V 1K4,4.0,336,"{'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'False', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'beer_and_wine'"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'""}","Seafood, Restaurants"
121404,tJcpzXzykNSLuzWwa1JQUw,Queen St Warehouse,232 Queen Street W,Toronto,ON,M5V 1Z6,3.0,308,"{'HappyHour': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""'no'"", 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'False', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': True, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'NoiseLevel': ""u'very_loud'"", 'OutdoorSeating': 'True'}","Dive Bars, Comfort Food, Bars, Nightlife, Restaurants"
122528,mBOIef7a4hONEbSi_ai8Bw,Beast Restaurant,96 Tecumseth Street,Toronto,ON,M6J 2H1,4.0,377,"{'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True'}","Tapas/Small Plates, American (New), Breakfast & Brunch, Canadian (New), Restaurants"
122532,JOoblYsQjFT-47tkt6om0A,7 West Cafe,7 Charles Street W,Toronto,ON,M4Y 1R4,3.5,351,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'False', 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'Music': ""{'dj': False, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Nightlife, Bars, Breakfast & Brunch, Italian, Restaurants"
122841,_cjPEH9wXhKS-HQe_U3M4Q,Le Sélect Bistro,432 Wellington Street W,Toronto,ON,M5V 1E3,4.0,380,"{'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'GoodForKids': 'False', 'RestaurantsTableService': 'True'}","Restaurants, French, Breakfast & Brunch, Food, Coffee & Tea"
127051,r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,18 Duncan Street,Toronto,ON,M5H 3G8,4.5,2121,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False'}","Restaurants, Food, Thai, Ethnic Food, Specialty Food"
128636,l-Zjik0MbpabQPv-nNp9YQ,Sanremo Bakery,374 Royal York Road,Etobicoke,ON,M8Y 2R3,4.5,331,"{'BikeParking': 'True', 'Alcohol': ""u'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True'}","Food, Delis, Coffee & Tea, Bakeries, Italian, Restaurants"
131323,HTkY1GABYTivk-DKWyrlEw,Sansotei Ramen,3987 Highway 7 E,Markham,ON,L3R 5M6,3.5,323,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Japanese, Restaurants"
131540,xwmwTpzw9XSwK-UT5Ka3HQ,Bellwoods Brewery,124-126 Ossington Avenue,Toronto,ON,M6J 1R5,4.0,302,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False'}","Canadian (New), Breweries, Food, Restaurants"
131785,nHFJtud7jWZhM9dHQ1eIRA,Buk Chang Dong Soon Tofu,691 Bloor Street W,Toronto,ON,M6G 1L3,4.0,420,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Korean, Restaurants"
